State,Year,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Prescriptions Dispensed by US Retailers in that year (millions),Percentage Deaths,Risk
North Carolina,2002,412,8326201,4.9,4.5,5.4,142,0.004948235095453497,1
North Carolina,2003,506,8422501,6,5.5,6.5,149,0.006007716710274062,1
North Carolina,2004,576,8553152,6.7,6.2,7.3,155,0.006734359450176964,1
North Carolina,2005,659,8705407,7.6,7,8.1,163,0.0075700079272571635,1
North Carolina,2006,708,8917270,7.9,7.4,8.5,174,0.007939649690992872,1
North Carolina,2007,758,9118037,8.3,7.7,8.9,184,0.008313192850610279,1
North Carolina,2008,859,9309449,9.2,8.6,9.8,196,0.00922718412228264,1
North Carolina,2009,864,9449566,9.1,8.5,9.8,202,0.009143277056321952,1
North Carolina,2010,787,9535483,8.3,7.7,8.8,210,0.008253383703793506,1
North Carolina,2011,829,9656401,8.6,8,9.2,219,0.00858497902065169,1
North Carolina,2012,841,9752073,8.6,8,9.2,217,0.008623807471498624,1
North Carolina,2013,840,9848060,8.5,8,9.1,207,0.00852959872299722,1
North Carolina,2014,979,9943964,9.8,9.2,10.5,196,0.009845168385565354,1
North Dakota,2008,32,657569,4.9,3.3,6.9,196,0.004866409456650176,1
North Dakota,2014,34,739482,4.6,3.2,6.4,196,0.004597813063739212,1
Ohio,1999,180,11335454,1.6,1.4,1.8,116,0.001587938162864937,0
Ohio,2000,270,11353140,2.4,2.1,2.7,126,0.0023781966927211326,0
Ohio,2001,356,11387404,3.1,2.8,3.5,138,0.0031262612620049307,1
Ohio,2002,459,11407889,4,3.7,4.4,142,0.004023531435132302,1
Ohio,2003,398,11434788,3.5,3.1,3.8,149,0.003480606723972495,1
Ohio,2004,557,11452251,4.9,4.5,5.3,155,0.004863672652651431,1
Ohio,2005,591,11463320,5.2,4.7,5.6,163,0.0051555744758063115,1
Ohio,2006,675,11481213,5.9,5.4,6.3,174,0.0058791697358110155,1
Ohio,2007,755,11500468,6.6,6.1,7,184,0.0065649502263733965,1
Ohio,2008,863,11515391,7.5,7,8,196,0.007494317822121716,1
Ohio,2009,716,11528896,6.2,5.8,6.7,202,0.006210481905639534,1
Ohio,2010,1197,11536504,10.4,9.8,11,210,0.010375760282317762,2
Ohio,2011,1333,11544951,11.5,10.9,12.2,219,0.011546172868122179,2
Ohio,2012,1403,11544225,12.2,11.5,12.8,217,0.012153262778575435,2
Ohio,2013,1695,11570808,14.6,14,15.3,207,0.014648933765040435,2
Ohio,2014,2175,11594163,18.8,18,19.5,196,0.01875943955592137,2
Oklahoma,1999,91,3437147,2.6,2.1,3.3,116,0.00264754460603518,0
Oklahoma,2000,136,3450654,3.9,3.3,4.6,126,0.003941281855555498,1
Oklahoma,2001,170,3467100,4.9,4.2,5.6,138,0.004903233249689942,1
Oklahoma,2002,152,3489080,4.4,3.7,5,142,0.0043564492645625785,1
Oklahoma,2003,262,3504892,7.5,6.6,8.4,149,0.00747526599963708,1
Oklahoma,2004,325,3525233,9.2,8.2,10.2,155,0.009219248770223131,1
Oklahoma,2005,319,3548597,9,8,10,163,0.008989468232092852,1
Oklahoma,2006,394,3594090,11,9.9,12,174,0.010962441118614169,2
Oklahoma,2007,500,3634349,13.8,12.6,15,184,0.01375762206656543,2
Oklahoma,2008,416,3668976,11.3,10.2,12.4,196,0.011338313469480313,2
Oklahoma,2009,583,3717572,15.7,14.4,17,202,0.01568227864853727,2
Oklahoma,2010,523,3751351,13.9,12.7,15.1,210,0.013941643957070399,2
Oklahoma,2011,492,3791508,13,11.8,14.1,219,0.012976367186881842,2
Oklahoma,2012,538,3814820,14.1,12.9,15.3,217,0.014102893452377831,2
Oklahoma,2013,521,3850568,13.5,12.4,14.7,207,0.013530471348642591,2
Oklahoma,2014,504,3878051,13,11.9,14.1,196,0.012996218977006748,2
Oregon,1999,201,3393941,5.9,5.1,6.7,116,0.0059223186260456495,1
Oregon,2000,178,3421399,5.2,4.4,6,126,0.005202550184880512,1
Oregon,2001,198,3467937,5.7,4.9,6.5,138,0.0057094462788683875,1
Oregon,2002,247,3513424,7,6.2,7.9,142,0.007030179107332335,1
Oregon,2003,264,3547376,7.4,6.5,8.3,149,0.007442120598436704,1
Oregon,2004,274,3569463,7.7,6.8,8.6,155,0.007676224687018748,1
Oregon,2005,318,3613202,8.8,7.8,9.8,163,0.00880105789822988,1
Oregon,2006,396,3670883,10.8,9.7,11.9,174,0.010787595246157395,2
Oregon,2007,362,3722417,9.7,8.7,10.7,184,0.009724864248148448,1
Oregon,2008,348,3768748,9.2,8.3,10.2,196,0.009233835745982485,1
Oregon,2009,382,3808600,10,9,11,202,0.010029932258572703,2
Oregon,2010,337,3831074,8.8,7.9,9.7,210,0.00879648892190545,1
Oregon,2011,402,3871859,10.4,9.4,11.4,219,0.010382609490686515,2
Oregon,2012,369,3899353,9.5,8.5,10.4,217,0.009463108366952157,1
Oregon,2013,310,3930065,7.9,7,8.8,207,0.007887910250848269,1
Oregon,2014,347,3970239,8.7,7.8,9.7,196,0.008740027993276979,1
Pennsylvania,1999,328,12263805,2.7,2.4,3,116,0.0026745369809777634,0
Pennsylvania,2000,330,12281054,2.7,2.4,3,126,0.002687065784418829,0
Pennsylvania,2001,266,12298970,2.2,1.9,2.4,138,0.0021627827370909922,0
Pennsylvania,2002,357,12331031,2.9,2.6,3.2,142,0.0028951350458854574,0
Pennsylvania,2003,481,12374658,3.9,3.5,4.2,149,0.003886976108753874,1
Pennsylvania,2004,484,12410722,3.9,3.6,4.2,155,0.003899853691026195,1
Pennsylvania,2005,524,12449990,4.2,3.8,4.6,163,0.0042088387219588125,1
Pennsylvania,2006,429,12510809,3.4,3.1,3.8,174,0.0034290348449888416,1
Pennsylvania,2007,501,12563937,4,3.6,4.3,184,0.0039876035672576195,1
Pennsylvania,2008,620,12612285,4.9,4.5,5.3,196,0.004915841974709579,1
Pennsylvania,2009,654,12666858,5.2,4.8,5.6,202,0.005163079905056172,1
Pennsylvania,2010,640,12702379,5,4.6,5.4,210,0.005038426266449772,1
Pennsylvania,2011,770,12742886,6,5.6,6.5,219,0.006042587212975146,1
Pennsylvania,2012,840,12763536,6.6,6.1,7,217,0.006581248331183459,1
Pennsylvania,2013,970,12773801,7.6,7.1,8.1,207,0.007593667695308547,1
Pennsylvania,2014,1110,12787209,8.7,8.2,9.2,196,0.008680549445934606,1
Rhode Island,1999,36,1040402,3.5,2.4,4.8,116,0.0034602009607824667,1
Rhode Island,2000,61,1048319,5.8,4.5,7.5,126,0.0058188394944668565,1
Rhode Island,2001,86,1057142,8.1,6.5,10,138,0.008135141731195998,1
Rhode Island,2002,77,1065995,7.2,5.7,9,142,0.0072232984207243,1
Rhode Island,2003,108,1071342,10.1,8.2,12,149,0.010080814529814009,2
Rhode Island,2004,80,1074579,7.4,5.9,9.3,155,0.007444776047177547,1
Rhode Island,2005,122,1067916,11.4,9.4,13.5,163,0.011424119500035584,2
Rhode Island,2006,132,1063096,12.4,10.3,14.5,174,0.012416564449494683,2
Rhode Island,2007,89,1057315,8.4,6.8,10.4,184,0.008417548223566298,1
Rhode Island,2008,133,1055003,12.6,10.5,14.7,196,0.012606599222940598,2
Rhode Island,2009,117,1053646,11.1,9.1,13.1,202,0.011104298787258719,2
Rhode Island,2010,112,1052567,10.6,8.7,12.6,210,0.010640652804049527,2
Rhode Island,2011,145,1051302,13.8,11.5,16,219,0.013792421207226848,2
Rhode Island,2012,143,1050292,13.6,11.4,15.8,217,0.013615261279720308,2
Rhode Island,2013,195,1051511,18.5,15.9,21.1,207,0.018544741804888392,2
Rhode Island,2014,211,1055173,20,17.3,22.7,196,0.019996720916854394,2
South Carolina,1999,50,3974682,1.3,0.9,1.7,116,0.001257962272201902,0
South Carolina,2000,90,4012012,2.2,1.8,2.8,126,0.00224326347977025,0
South Carolina,2001,89,4064995,2.2,1.8,2.7,138,0.0021894245872381146,0
South Carolina,2002,85,4107795,2.1,1.7,2.6,142,0.0020692366585966437,0
South Carolina,2003,95,4150297,2.3,1.9,2.8,149,0.002288992811839731,0
South Carolina,2004,134,4210921,3.2,2.6,3.7,155,0.003182201708367362,1
South Carolina,2005,154,4270150,3.6,3,4.2,163,0.0036064306874465765,1
South Carolina,2006,234,4357847,5.4,4.7,6.1,174,0.005369624036823689,1
South Carolina,2007,206,4444110,4.6,4,5.3,184,0.0046353488099979525,1
South Carolina,2008,228,4528996,5,4.4,5.7,196,0.0050342283366997895,1
South Carolina,2009,248,4589872,5.4,4.7,6.1,202,0.00540320078642716,1
South Carolina,2010,278,4625364,6,5.3,6.7,210,0.006010337780983291,1
South Carolina,2011,249,4679230,5.3,4.7,6,219,0.005321388348082911,1
South Carolina,2012,245,4723723,5.2,4.5,5.8,217,0.005186586935770789,1
South Carolina,2013,250,4774839,5.2,4.6,5.9,207,0.00523577863044178,1
South Carolina,2014,530,4832482,11,10,11.9,196,0.010967449025159328,2
South Dakota,2004,21,770396,2.7,1.7,4.2,155,0.002725870850835155,0
South Dakota,2005,22,775493,2.8,1.8,4.3,163,0.002836905039761803,0
South Dakota,2006,24,783033,3.1,2,4.6,174,0.0030650049231641576,1
South Dakota,2007,21,791623,2.7,1.6,4.1,184,0.0026527779005915695,0
South Dakota,2008,32,799124,4,2.7,5.7,196,0.004004384801357486,1
South Dakota,2009,35,807067,4.3,3,6,202,0.0043366907580163734,1
South Dakota,2010,33,814180,4.1,2.8,5.7,210,0.0040531577783782455,1
South Dakota,2011,35,824082,4.2,3,5.9,219,0.004247150162241136,1
South Dakota,2012,26,833354,3.1,2,4.6,217,0.003119922625918877,1
South Dakota,2013,34,844877,4,2.8,5.6,207,0.004024254418098729,1
South Dakota,2014,33,853175,3.9,2.7,5.4,196,0.0038679051777185222,1
Tennessee,1999,91,5638706,1.6,1.3,2,116,0.001613845446100577,0
Tennessee,2000,103,5689283,1.8,1.5,2.2,126,0.001810421453810612,0
Tennessee,2001,145,5750789,2.5,2.1,2.9,138,0.002521393151444089,0
Tennessee,2002,179,5795918,3.1,2.6,3.5,142,0.003088380477432565,1
Tennessee,2003,312,5847812,5.3,4.7,5.9,149,0.005335328837520769,1
Tennessee,2004,403,5910809,6.8,6.2,7.5,155,0.006818017635149435,1
Tennessee,2005,466,5991057,7.8,7.1,8.5,163,0.007778260163440275,1
Tennessee,2006,483,6088766,7.9,7.2,8.6,174,0.007932641852224243,1
Tennessee,2007,494,6175727,8,7.3,8.7,184,0.007999058248526853,1
Tennessee,2008,499,6247411,8,7.3,8.7,196,0.007987308662740453,1
Tennessee,2009,548,6306019,8.7,8,9.4,202,0.008690110194720314,1
Tennessee,2010,652,6346105,10.3,9.5,11.1,210,0.010274018472748244,2
Tennessee,2011,663,6403353,10.4,9.6,11.1,219,0.010353950500620534,2
Tennessee,2012,748,6456243,11.6,10.8,12.4,217,0.01158568535911675,2
Tennessee,2013,789,6495978,12.1,11.3,13,207,0.012145977095365778,2
Tennessee,2014,892,6549352,13.6,12.7,14.5,196,0.013619668022118829,2
Texas,1999,379,20558220,1.8,1.7,2,116,0.0018435448205146167,0
Texas,2000,457,20851820,2.2,2,2.4,126,0.002191655212830343,0
Texas,2001,602,21319622,2.8,2.6,3,138,0.0028236898384033263,0
Texas,2002,788,21690325,3.6,3.4,3.9,142,0.0036329561682455196,1
Texas,2003,825,22030931,3.7,3.5,4,149,0.00374473507270301,1
Texas,2004,836,22394023,3.7,3.5,4,155,0.003733138971948006,1
Texas,2005,908,22778123,4,3.7,4.2,163,0.003986281046950181,1
Texas,2006,1107,23359580,4.7,4.5,5,174,0.004738955066829113,1
Texas,2007,1064,23831983,4.5,4.2,4.7,184,0.004464588616062709,1
Texas,2008,986,24309039,4.1,3.8,4.3,196,0.004056104398038935,1
Texas,2009,1197,24801761,4.8,4.6,5.1,202,0.004826270199120135,1
Texas,2010,1171,25145561,4.7,4.4,4.9,210,0.004656885563221278,1
Texas,2011,1218,25674681,4.7,4.5,5,219,0.004743973255208117,1
Texas,2012,1179,26059203,4.5,4.3,4.8,217,0.004524313349107415,1
Texas,2013,1114,26448193,4.2,4,4.5,207,0.004212007981036738,1
Texas,2014,1219,26956958,4.5,4.3,4.8,196,0.004522023590347249,1
Utah,1999,145,2203482,6.6,5.5,7.7,116,0.006580493963644813,1
Utah,2000,159,2233169,7.1,6,8.2,126,0.007119926884172224,1
Utah,2001,167,2283715,7.3,6.2,8.4,138,0.0073126462802932946,1
Utah,2002,213,2324815,9.2,7.9,10.4,142,0.009162019343474642,1
Utah,2003,272,2360137,11.5,10.2,12.9,149,0.011524754707036075,2
Utah,2004,275,2401580,11.5,10.1,12.8,155,0.01145079489336187,2
Utah,2005,345,2457719,14,12.6,15.5,163,0.014037406229109185,2
Utah,2006,343,2525507,13.6,12.1,15,174,0.013581431371997781,2
Utah,2007,382,2597746,14.7,13.2,16.2,184,0.014705055844566791,2
Utah,2008,371,2663029,13.9,12.5,15.3,196,0.013931504313321408,2
Utah,2009,393,2723421,14.4,13,15.9,202,0.01443038002571031,2
Utah,2010,353,2763885,12.8,11.4,14.1,210,0.012771877266962989,2
Utah,2011,394,2817222,14,12.6,15.4,219,0.013985408320679025,2
Utah,2012,438,2855287,15.3,13.9,16.8,217,0.015339964073664048,2
Utah,2013,444,2900872,15.3,13.9,16.7,207,0.01530574254913695,2
Utah,2014,471,2942902,16,14.6,17.5,196,0.016004610415161633,2
Vermont,2000,24,608827,3.9,2.5,5.9,126,0.003942006514165764,1
Vermont,2001,39,612223,6.4,4.5,8.7,138,0.006370227841815808,1
Vermont,2002,41,615442,6.7,4.8,9,142,0.006661878779803783,1
Vermont,2003,50,617858,8.1,6,10.7,149,0.008092474322578974,1
Vermont,2004,41,619920,6.6,4.7,9,155,0.006613756613756614,1
Vermont,2005,46,621215,7.4,5.4,9.9,163,0.007404843733650991,1
Vermont,2006,59,622892,9.5,7.2,12.2,174,0.009471946982783534,1
Vermont,2007,54,623481,8.7,6.5,11.3,184,0.008661049815471522,1
Vermont,2008,59,624151,9.5,7.2,12.2,196,0.009452840738859667,1
Vermont,2009,46,624817,7.4,5.4,9.8,202,0.007362155639171149,1
Vermont,2010,45,625741,7.2,5.2,9.6,210,0.007191473788676146,1
Vermont,2011,60,626431,9.6,7.3,12.3,219,0.009578070050811661,1
Vermont,2012,57,626011,9.1,6.9,11.8,217,0.009105271313123891,1
Vermont,2013,75,626630,12,9.4,15,207,0.011968785407656831,2
Vermont,2014,72,626562,11.5,9,14.5,196,0.011491280990548422,2
Virginia,1999,210,7000174,3,2.6,3.4,116,0.002999925430425015,0
Virginia,2000,260,7078515,3.7,3.2,4.1,126,0.0036730867985728644,1
Virginia,2001,326,7198362,4.5,4,5,138,0.004528808081616346,1
Virginia,2002,361,7286873,5,4.4,5.5,142,0.004954114062369414,1
Virginia,2003,374,7366977,5.1,4.6,5.6,149,0.005076709211933199,1
Virginia,2004,399,7475575,5.3,4.8,5.9,155,0.0053373820742886,1
Virginia,2005,385,7577105,5.1,4.6,5.6,163,0.005081096276216312,1
Virginia,2006,427,7673725,5.6,5,6.1,174,0.005564442301489824,1
Virginia,2007,520,7751000,6.7,6.1,7.3,184,0.006708811766223713,1
Virginia,2008,501,7833496,6.4,5.8,7,196,0.006395611869847128,1
Virginia,2009,492,7925937,6.2,5.7,6.8,202,0.006207467962462986,1
Virginia,2010,400,8001024,5,4.5,5.5,210,0.004999360081909515,1
Virginia,2011,582,8096604,7.2,6.6,7.8,219,0.0071881989041331406,1
Virginia,2012,547,8185867,6.7,6.1,7.2,217,0.006682248807609506,1
Virginia,2013,651,8260405,7.9,7.3,8.5,207,0.007880969516627817,1
Virginia,2014,775,8326289,9.3,8.7,10,196,0.009307868127085187,1
Washington,1999,372,5842564,6.4,5.7,7,116,0.006367067609357809,1
Washington,2000,374,5894121,6.3,5.7,7,126,0.006345305771632445,1
Washington,2001,332,5985722,5.5,4.9,6.1,138,0.005546532231199511,1
Washington,2002,474,6052349,7.8,7.1,8.5,142,0.007831669984662153,1
Washington,2003,492,6104115,8.1,7.3,8.8,149,0.008060136481701279,1
Washington,2004,606,6178645,9.8,9,10.6,155,0.009807975696936788,1
Washington,2005,629,6257305,10.1,9.3,10.8,163,0.010052250929114052,2
Washington,2006,689,6370753,10.8,10,11.6,174,0.01081504807987376,2
Washington,2007,675,6461587,10.4,9.7,11.2,184,0.010446350099441514,2
Washington,2008,712,6562231,10.8,10.1,11.6,196,0.010849968554901527,2
Washington,2009,737,6667426,11.1,10.3,11.9,202,0.011053740978902504,2
Washington,2010,648,6724540,9.6,8.9,10.4,210,0.009636346872797248,1
Washington,2011,712,6830038,10.4,9.7,11.2,219,0.01042453936566678,2
Washington,2012,717,6897012,10.4,9.6,11.2,217,0.010395806183895287,2
Washington,2013,667,6971406,9.6,8.8,10.3,207,0.009567653928059848,1
Washington,2014,692,7061530,9.8,9.1,10.5,196,0.00979957601256385,1
West Virginia,1999,34,1811799,1.9,1.3,2.6,116,0.001876587855496112,0
West Virginia,2000,52,1808344,2.9,2.1,3.8,126,0.002875559075043244,0
West Virginia,2001,150,1801481,8.3,7,9.7,138,0.008326482488574679,1
West Virginia,2002,183,1805414,10.1,8.7,11.6,142,0.010136179291841095,2
West Virginia,2003,203,1812295,11.2,9.7,12.7,149,0.011201266901911665,2
West Virginia,2004,273,1816438,15,13.2,16.8,155,0.015029414711649943,2
West Virginia,2005,154,1820492,8.5,7.1,9.8,163,0.008459251674821972,1
West Virginia,2006,299,1827912,16.4,14.5,18.2,174,0.016357461409520806,2
West Virginia,2007,347,1834052,18.9,16.9,20.9,184,0.01891985614366441,2
West Virginia,2008,387,1840310,21,18.9,23.1,196,0.021029065755226024,2
West Virginia,2009,193,1847775,10.4,9,11.9,202,0.0104449946557346,2
West Virginia,2010,495,1852994,26.7,24.4,29.1,210,0.026713524166834864,2
West Virginia,2011,596,1855364,32.1,29.5,34.7,219,0.03212307665773401,2
West Virginia,2012,513,1855413,27.6,25.3,30,217,0.02764883074549979,2
West Virginia,2013,518,1854304,27.9,25.5,30.3,207,0.02793500957771757,2
West Virginia,2014,585,1850326,31.6,29.1,34.2,196,0.03161605036085533,2
Wisconsin,1999,85,5332666,1.6,1.3,2,116,0.0015939494429240456,0
Wisconsin,2000,117,5363675,2.2,1.8,2.6,126,0.0021813402191594384,0
Wisconsin,2001,143,5406835,2.6,2.2,3.1,138,0.002644800516383429,0
Wisconsin,2002,173,5445162,3.2,2.7,3.7,142,0.0031771322873405785,1
Wisconsin,2003,203,5479203,3.7,3.2,4.2,149,0.003704918397803476,1
Wisconsin,2004,226,5514026,4.1,3.6,4.6,155,0.004098638635363707,1
Wisconsin,2005,281,5546166,5.1,4.5,5.7,163,0.00506656309962594,1
Wisconsin,2006,352,5577655,6.3,5.7,7,174,0.006310895887250107,1
Wisconsin,2007,390,5610775,7,6.3,7.6,184,0.006950911415980859,1
Wisconsin,2008,380,5640996,6.7,6.1,7.4,196,0.006736399033078556,1
Wisconsin,2009,406,5669264,7.2,6.5,7.9,202,0.007161423422864062,1
Wisconsin,2010,420,5686986,7.4,6.7,8.1,210,0.007385282819405569,1
Wisconsin,2011,484,5711767,8.5,7.7,9.2,219,0.008473735010549275,1
Wisconsin,2012,496,5726398,8.7,7.9,9.4,217,0.008661640354023593,1
Wisconsin,2013,604,5742713,10.5,9.7,11.4,207,0.010517676923781496,2
Wisconsin,2014,640,5757564,11.1,10.3,12,196,0.011115812173342754,2
Wyoming,2007,25,534876,4.7,3,6.9,184,0.00467398051137086,1
Wyoming,2008,48,546043,8.8,6.5,11.7,196,0.008790516497784973,1
Wyoming,2009,34,559851,6.1,4.2,8.5,202,0.0060730444350371796,1
Wyoming,2010,49,563626,8.7,6.4,11.5,210,0.008693708239151493,1
Wyoming,2011,47,568158,8.3,6.1,11,219,0.008272346776776882,1
Wyoming,2012,47,576412,8.2,6,10.8,217,0.00815388992595574,1
Wyoming,2013,52,582658,8.9,6.7,11.7,207,0.008924617871890543,1
Wyoming,2014,57,584153,9.8,7.4,12.6,196,0.009757717584263028,1
